"","text","user","time","favorites","retweets"
"478","this tweet and its replies are a microcosm of twitter dot com gtgt","moebius_strip",2017-06-13 01:14:32,53,25
"479","read this thread and cringe with me","BrettClaudio",2017-06-13 01:13:19,5,0
"480","this post helped me realized that target in fact does carry womens nasa clothing at target i bought some so tha","LunalaDoll",2017-06-13 01:12:55,8,1
"481","why because girls are too weak and incompetent to search for or ask for items they want to buy","JustLittleOldL",2017-06-13 01:10:41,0,0
"482","love it","DanielleDeLatte",2017-06-13 01:08:49,1,0
"483","not even rosa parks had the balls to move shirts from the boys section to the girls section","JerOHMee",2017-06-13 01:07:56,0,0
"484","girl power guerrilla tactics","Solar_Sister",2017-06-13 01:07:38,2,2
"485","now the ppl who make minimum wage have to spend extra time putting it back cuz u a dickhead","Adolfhibsta",2017-06-13 01:07:29,38,35
"486","why are people like this verified","TheSushiEater",2017-06-13 01:07:15,1,1
"487","wow this person really hates the minimum wage retail worker who is going to have to waste their team putting those","drive1n_manager",2017-06-13 01:04:13,2,0
"488","this thread has everything arguments about spirit animals arguments about protests arguments about well actually","TylerHanan",2017-06-13 01:02:40,3,1
"489","wow imagine being this triggered by tank tops","andybuelts11",2017-06-13 01:01:43,5,0
"490","perfect plan good idea lets start a reverse the stereotypes revolution in every department store that wants to e","51PercentofUS",2017-06-13 01:00:49,0,0
"491","a person who makes minimum wage has to clean up after your lame tweet","scotchka",2017-06-13 01:00:03,2,1
"492","update sexism has ended due to nasa shirts being put into the girls section","SUPERSAlYANS",2017-06-13 00:58:35,4,1
"493","retarded white people will always find a way to fuck a retail persons day up","SyamelMuhd",2017-06-13 00:58:22,0,0
"494","you just made somebodys job x more annoying you bloody prick","YoungMobPsycho",2017-06-13 00:56:12,0,0
"495","your parents obviously didnt love you enough when you were a child thats so sad","kellybumpass",2017-06-13 00:55:13,1,0
"496","so in other words youre an asshole who cares more about spreading your ideology than the working poor whose jobs","1LogicalMan",2017-06-13 00:54:36,0,0
"497","congratulations youve just proved you are as big of a useless asshole as any man could possibly be","YankInGeorgia",2017-06-13 00:51:43,0,0
"499","i am here for dis now what stores are these tanks at bc i need","kayahnuh",2017-06-13 00:49:37,0,0
"500","instead of tackling islamic terrorism were talking sexism in childrens clothes great","RealG_Savage",2017-06-13 00:47:56,5,2
"501","i walked into a womens clothing store and they had nasa shirts i called it trendy pretender nonsense","FujoYoshi",2017-06-13 00:47:46,5,0
"502","imagine being so offended by a shirt placement in a store that you go out of your way to fuck someone elses day up","Thatgamerdude25",2017-06-13 00:46:16,8,2
"503","youre lucky its not me working there id dance on your head for making my job harder with your pointless virtue","AverageGatsby96",2017-06-13 00:46:14,0,0
"504","but they arent going to fit them","TeeAdams",2017-06-13 00:44:33,2,0
"505","you didnt put any nasa tank tops in the gender fluid section","SavnRyansPrvate",2017-06-13 00:44:17,0,0
"506","yesss","rosewaterbaths",2017-06-13 00:43:07,1,0
"507","well done","Whoolybee",2017-06-13 00:42:03,0,0
"508","ur so brave","ty_welch8",2017-06-13 00:41:33,6,0
"509","kennedy space center has an online store with clothes for every gender and age","KiannaFierce",2017-06-13 00:39:37,2,0
"510","since having a baby girl i have found girls clothes sections to be severly lacking imagination and variety well do","PuckScotchStars",2017-06-13 00:39:18,0,0
"511","woahthe stem gap is destroyed","SakakiFan",2017-06-13 00:39:05,18,1
"512","they dont even realize crap like this is why trump won the election keep the constant reminders going so we can","tcsunlight",2017-06-13 00:38:35,0,0
"513","some underpaid dude had to move those back u know","SeriousSlavy",2017-06-13 00:35:28,3,0
"514","this person just solved the theres not enough women in stem problem","Anita_Darlingg",2017-06-13 00:35:18,1,0
"515","este tuit es todo lo que est bien en el mundo","pickandrollera",2017-06-13 00:34:05,1,0
"516","i went into mcdonalds and ordered a baconator because god damn it a big mac is a metaphor for the male pha","Machovellian",2017-06-13 00:33:22,2,0
"517","umrla","Moj_ca",2017-06-13 00:30:56,0,0
"518","we need more of this in the world why should that be a boys shirt vs a girls","Characterfan",2017-06-13 00:29:34,0,0
"519","this thread now aka why im not worried progs will take over america","Coolish_Breeze",2017-06-13 00:29:14,0,0
"520","read this tweet and the comments and you will realise that feminism has reached levels of madness","caesarcognac",2017-06-13 00:26:43,1,0
"521","woooaaahhhh way to bring the fight of equality to the man","PeltonTy",2017-06-13 00:26:42,0,0
"522","i am so doing this","girlref",2017-06-13 00:26:33,1,0
"523","cc","chucker",2017-06-13 00:25:23,0,0
"524","b r a v e r a v e","ogdollasignn",2017-06-13 00:23:20,0,0
"525","wow thank you for being so courageous i cant imagine how brave you mustve been","TylerMackIV",2017-06-13 00:22:21,1,0
"526","this is so extra like","vainafily",2017-06-13 00:20:48,4,0
"527","ha awesome","AdvocateMom_18",2017-06-13 00:20:05,0,0
"528","zullen we dit in nederland ook gewoon doen jongenskleding bij de meisjes hangen en omgekeerd","eefjerammeloo",2017-06-13 00:19:02,5,2
"529","theres so many things wrong here","Crushtheleft",2017-06-13 00:18:58,0,0
"530","insert yet another fuck you very much you stupid twat here","jetx86",2017-06-13 00:18:48,1,0
"531","replies be woke","sclark_melbs",2017-06-13 00:18:45,1,0
"532","girls love nasa too i love this","LaurenKJoyce",2017-06-13 00:14:58,0,0
"533","this","HollHox",2017-06-13 00:14:22,0,0
"534","all you did was piss off the closing crew who was to put this shit back well done","BrandonOnDrums",2017-06-13 00:12:55,0,0
"535","ah yes because nasa shirts being in the boys section as opposed to the girls section is a major problem facing am","edmvndd",2017-06-13 00:12:48,0,0
"536","they legit just moved the clothes back once u left the store lmao","HansBarebakker",2017-06-13 00:12:39,0,0
"537","neither girls nor boys could hope to go far with nasa during obamas neglectful years of underfunding anyway","GodlessNZ",2017-06-13 00:11:53,2,1
"538","lol great one","k5create",2017-06-13 00:11:00,0,0
"539","as someone who works in retail for over three years now you are just making pointless more work for the people","MegNrdyFreakx3",2017-06-13 00:10:41,0,2
"540","so youre a fucking loser with too much free time","MillzIsGod",2017-06-13 00:09:22,1,4
"541","i promise you gender stereotypes are fiercely reinforced through clothing i work at baby gap and gap kids its di","BeSuckerFree",2017-06-13 00:08:24,0,0
"542","okay youre such a hero","frijolayyeeee",2017-06-13 00:07:54,0,0
"543","taking care of business","susanwiesinger",2017-06-13 00:07:40,0,0
"544","i dont know you but i love you","bcuriouswithme",2017-06-13 00:03:48,0,0
"546","what the fuck is the point","Benintendad",2017-06-13 00:03:12,0,0
"547","bless you","gothamspunk",2017-06-13 00:02:50,0,0
"548","well done","splashy79",2017-06-13 00:01:08,0,0
"549","thank you","thedemocratlady",2017-06-12 23:59:22,0,0
"550","remember when times were simpler when there were only genders and feminism wasnt cancer","ItsSwitchup",2017-06-12 23:58:44,1,0
"551","lol","GodoStoyke",2017-06-12 23:57:00,0,0
"552","lt","JohnnySquirtgun",2017-06-12 23:54:48,0,0
"553","i cant imagine needing validation so badly that i would document and share doing something this mundane","MeatGoblet",2017-06-12 23:53:43,0,0
"554","heroes exist","scorpiogrrl78",2017-06-12 23:53:40,1,0
"555","why is this such a huge deal if you want that tank top then go buy it from the boys section it wont even matter","theangina",2017-06-12 23:53:05,6,0
"556","good yes thank you","KatelynEileen",2017-06-12 23:49:44,0,0
"557","a modern day hero","richellejabrica",2017-06-12 23:49:32,0,0
"558","and are you a retard for doing it yes yes you are","Stormii_Blu",2017-06-12 23:49:30,0,0
"559","i love this","_lasania",2017-06-12 23:48:34,0,0
"560","oooo how about just buying your daughter nasa shirts from the boys section instead","CalliRoseM",2017-06-12 23:48:19,1,0
"561","fixed it","minjae",2017-06-12 23:47:45,0,0
"562","awesome","PshrinkEmeritus",2017-06-12 23:47:11,0,0
"563","i like your style","dssearcher2",2017-06-12 23:46:58,0,0
"564","original tweet","420EXP",2017-06-12 23:46:11,0,0
"565","todays hero","CaseyCip",2017-06-12 23:45:09,3,0
"566","im so glad im not the year old kid working at that store tonight having to move everything back to its correc","The_Real_Sparky",2017-06-12 23:44:25,1,0
"567","we need more of this it is so disappointing when i go out toy cloth shopping for my daughter","gigglegirliez",2017-06-12 23:42:52,0,0
"568","now do it with mining equipment andor garbage collecting uniforms next","juukuchi",2017-06-12 23:42:10,0,0
"569","love it","JBPNW9",2017-06-12 23:40:35,0,0
"570","i can already imagine all the white ppl getting mad bc it wasnt the same price on the rack","jackdaes",2017-06-12 23:40:26,0,0
"571","so thats why my tits are hanging out the sides of this thing","eladsinned",2017-06-12 23:39:50,0,0
"572","i love you","lancole",2017-06-12 23:39:28,1,0
"573","and","Retroact1ve",2017-06-12 23:39:02,0,0
"574","things that losers say for alex","JimmyTusheets",2017-06-12 23:38:17,1,1
"575","imagine being this extra if ya want a nasa tank top its in the boys section just grab it from the boys section","zaineb_saied",2017-06-12 23:38:11,0,0
"576","who are these buyers who leave women and girls out of science and aspirations in pink","Charfair",2017-06-12 23:37:40,0,0
"577","this shit still pisses me off","Kayshire_Cat",2017-06-12 23:37:38,1,0
"578","look at this person who never worked at retail before dumbass go backs are a pain in the ass","copickam",2017-06-12 23:37:15,0,0
"579","can you start moving thongs to the mens section so i feel less awkward shopping in womens then","quitolmao",2017-06-12 23:37:07,1,1
"580","not feminism just being a shitty person","donoteatpants",2017-06-12 23:36:31,1,0
"581","problematic white activism my big statement makes more work for the min wage workers but they have nasa shirts fo","Quiana2001",2017-06-12 23:36:27,2,0
"582","i pledge do the the same","DonchaYaKnow",2017-06-12 23:35:58,0,0
"583","how to know your a pretentious idiot screw with store employees who did nothing to you","ANINDAUK",2017-06-12 23:35:50,0,0
"584","cue the scene rude male worker removes them before woke yr old intercedes w rousing plea hes moved to tears p","eladsinned",2017-06-12 23:35:22,2,0
"585","some people storm the beaches of normandy some rearrange clothes in a department store heroes all","DKKilla33",2017-06-12 23:33:25,0,0
"586","performative feminism serves a purpose but im still making seventynine cents to his dollar and no tshirt changes","anniesperson",2017-06-12 23:32:19,3,1
"587","awesome","livethinklearn",2017-06-12 23:32:11,0,0
"588","hell yea","RcknDreamrTammi",2017-06-12 23:31:46,2,0
"589","haha as a recently free retail employee i can assure you we absolutely love it when you move all of the merchand","BenjaminoKinsey",2017-06-12 23:31:02,2,0
"590","this is a shining example of liberalism forget about the route courses just make it look like everything is ok a","xexizy11",2017-06-12 23:29:31,22,4
"591","yesssss","tnewc99",2017-06-12 23:29:21,0,0
"592","girls are space explorers too","mboverell",2017-06-12 23:28:45,0,0
"593","this is the dumbest thread ive read in weeks rip to my iq","Ruck_It_Turner",2017-06-12 23:28:25,0,0
"594","not all heros wear capes","DrPardi",2017-06-12 23:27:33,1,0
"596","some of the dumbest ppl on twitter are in this thread","a_place_n_time",2017-06-12 23:24:24,0,0
"597","u too much just walk to the other side of the store","brettmadski",2017-06-12 23:23:19,1,0
"598","yesssss","Annajyo",2017-06-12 23:23:14,0,0
"599","i went to space camp and it was mostly marketing for the military industrial complex and tate donovan types","litslime",2017-06-12 23:22:34,0,0
"600","as a retailer worker you made someones do their job twice i love your message but why at the expense of the worke","Marvelousiggy",2017-06-12 23:21:52,0,0
"601","ill turn astronomer and imma girl bish whut","KatysHeart",2017-06-12 23:21:10,0,0
"603","this whole thread is white as hell","ChelsIsRight",2017-06-12 23:19:31,0,2
"604","no one was going to look at or think of this until you did it for the rts the only person who would see this is th","sydnaythepartay",2017-06-12 23:16:36,0,0
"605","chuckle for the day","akim_eckert",2017-06-12 23:15:17,0,0
"606","for girls in nasa shirts also stocked in a big box please empower your daughters not to fear going to boyswear","polyestercarrot",2017-06-12 23:14:53,1,1
"607","je comprends lide et elle est trs honorable mais ayez piti des vendeurs je vous en supplie respectez les un mi","AcetoneOctopus",2017-06-12 23:14:35,1,0
"608","your wcw thinks this is empowering","buffymccalls",2017-06-12 23:14:24,0,0
"609","ironic target sells girl nasa and some minimum wage guy will probably have to fix this but hey k likes haha yes","Tungytz",2017-06-12 23:12:54,0,0
"610","densest moment of the day","WizardWesley37",2017-06-12 23:11:36,0,0
"611","this is so brave im shaking","giannaiswho",2017-06-12 23:11:24,8,0
"612","imagine the privellege you think you have to make others work harder tell me more oppressed white female","WizardWesley37",2017-06-12 23:11:18,0,0
"613","white feminist a win for equality retail employee great more unnecessary work for me","pinktiga",2017-06-12 23:10:30,4,1
"614","we are legion","JayStephens",2017-06-12 23:08:40,0,0
"615","what an amazing job you did creating a hassle for the employees this is why i hate customers","cactus_froot",2017-06-12 23:07:16,2,0
"616","critica social foda","jnvgkook",2017-06-12 23:06:31,0,0
"617","liberal mental illness retail edition","GPeters442",2017-06-12 23:05:31,0,0
"618","q how much do i love this a a lot","SpeakServeGrow",2017-06-12 23:03:42,0,0
"619","likes this shit is why we have the dumb president we do","HagerstownSteve",2017-06-12 23:03:11,0,0
"620","i put some with the other household appliances you can watch apollo while you mop the floor","VerwoerdMarch",2017-06-12 23:03:07,3,0
"621","what in the fuck is wrong with you","RhettEp",2017-06-12 22:59:25,9,0
"622","haha lulz haha","alliedwrites",2017-06-12 22:58:46,1,0
"623","this woman truly is the rosa parks of tank tops","ArquetteSisters",2017-06-12 22:58:07,1,0
"624","i use to shop in the boys section when i was younger no need to move things around just to make a point just maki","marianneloresto",2017-06-12 22:56:12,0,0
"625","not the way of going about things i have to say","12laus",2017-06-12 22:56:01,0,0
"626","chaotic good","edisoncummings_",2017-06-12 22:55:28,10,3
"627","you really a dick head","BozyMani",2017-06-12 22:53:22,0,0
"628","i bought this exact shirt for my daughter in the girls section you incredible idiot","saxmaverick",2017-06-12 22:52:52,0,0
"629","eu preciso fazer isso algum dia com as de star wars","Tinassauro",2017-06-12 22:51:37,3,0
"630","thanks for making retail workers work harder for your vain narrative puta","ComrieQuinn",2017-06-12 22:51:22,0,0
"631","wait for it","bgoldgrab",2017-06-12 22:51:02,0,0
"632","not all heroes wear capes","DeliaMary",2017-06-12 22:50:28,4,2
"633","thank you","Pepperfire",2017-06-12 22:50:11,5,1
"634","this is so tiresome because we all encourage femme folks to wear masc apparel but moving dresses and skirts to the","0FSTARS",2017-06-12 22:49:26,4,1
"635","they already have nasa shirts in the girls sect why would you inconvenience employees for a mistaken concept of w","feelinwesbinko",2017-06-12 22:47:32,1,0
"636","fighting for equality by making minimum wage workers jobs harder","rabelazy",2017-06-12 22:45:53,2,0
"637","third wave feminism has now just devolved into inconveniencing others so you can say i did a thing and try to f","BearWithABeard_",2017-06-12 22:45:31,5,0
"638","fighting the good fight","emaruu",2017-06-12 22:45:18,1,0
"639","girl fuck you","kyung_sane",2017-06-12 22:45:16,0,0
"640","not all heroes wear capes","immairagall",2017-06-12 22:44:04,0,0
"641","this person is a hero","srj68",2017-06-12 22:44:01,1,0
"642","real respect real respect","ItIsTonyNow",2017-06-12 22:43:21,7,0
"643","see a selfish prick who leaves messes for others who work hard enough as it is to clean up typical sjw garbage no","alliedwrites",2017-06-12 22:42:56,1,0
"644","let girls wear ugly tacky tshirts","karisutegia",2017-06-12 22:41:36,2,0
"645","good now someone will have to put it back if its near inventory time youve needlessly added to someones stress","alliedwrites",2017-06-12 22:40:38,1,0
"647","ha","Daventry1701",2017-06-12 22:38:56,0,0
"648","lets all do this","katjadanielle",2017-06-12 22:38:42,1,1
"649","well idk but i can just simply walk to the boys section tho","mprizzHAH",2017-06-12 22:38:31,0,0
"651","this is why trump won the election","Dan_Pedersen",2017-06-12 22:36:08,0,0
"654","because space is the place","kdirewolf",2017-06-12 22:35:56,0,0
"655","this is why i dont work in retail anymore smh","sadiyyah2020",2017-06-12 22:34:12,0,0
"656","you are just being a bitch making life harder for those workers having to move your shit you selfish asshole","RizIsInTheHouse",2017-06-12 22:33:42,0,0
"657","what you in there fuckin with them people shit for though","almightyjb__",2017-06-12 22:32:49,0,1
"658","this thread made me lose brain cells","faizansal",2017-06-12 22:32:39,0,0
"659","thank god she is the hero this country needs thanks for leading the way katie","MattSeth99",2017-06-12 22:32:09,6,0
"660","im so fucking triggered by this you literally just made the employees jobs a pain in the ass bc of ur pettiness","flasyd",2017-06-12 22:32:00,6,0
"661","a real hero that women everywhere can admire what a","Wilshide",2017-06-12 22:30:24,1,1
"662","a true hero","matthewgood",2017-06-12 22:28:42,0,0
"663","hahaha wow fucking radical you go grrrrl","UniversalBasic",2017-06-12 22:26:27,1,0
"664","thank you","sweetaudrey7",2017-06-12 22:22:09,0,0
"665","moves stuff for it just to be moved back just walk to the boys section and let them browse people like that are s","mjohnstonxoxo",2017-06-12 22:20:36,2,0
"666","okay","PEACHMINAJ",2017-06-12 22:19:13,0,0
"667","who gave you the authority to move merchandise without permission from the stores manager do rules not apply to y","AOkayt",2017-06-12 22:18:36,0,0
"668","interstellar","detharrytipper",2017-06-12 22:18:31,0,0
"669","and yes she could","HannaMich",2017-06-12 22:17:37,0,0
"670","this is my favorite tweet today","MarchingDuck",2017-06-12 22:17:33,0,0
"671","love this","smemelissa",2017-06-12 22:17:29,0,0
"672","i am so going to do this one day","MarettaMann",2017-06-12 22:17:23,4,0
"673","akai have a political opinion let me force it on everyone else","beauxtx1",2017-06-12 22:16:31,0,0
"674","yes","bambooshooti",2017-06-12 22:15:04,0,0
"675","nice one they should have been there in the first place though cmon retailers do better","nothenryporter",2017-06-12 22:14:33,0,0
"676","like wow youre succchhhhh a hero you deserve a medal","trashynoah",2017-06-12 22:12:59,1,0
"677","literally all this does is frustrate the workers who have to put those back","trashynoah",2017-06-12 22:12:40,2,0
"678","hey look its like it belongs there perfectly fine","unclebebby",2017-06-12 22:12:08,0,0
"679","idiot","Raging_Air",2017-06-12 22:09:42,0,0
"680","lmao","g_raeme",2017-06-12 22:08:58,0,0
"681","proper support the end of gender domains and shit like that dont support being a dick to people on an hour","Callum871",2017-06-12 22:08:54,0,0
"682","id fucking hate you if i worked there","ProperPrin",2017-06-12 22:08:41,1,0
"683","forcing people who you think dont make enough money to do extra work by restocking these shirts in the correct l","sevenwithcheese",2017-06-12 22:07:45,0,0
"684","yessss","amarilrose",2017-06-12 22:07:22,1,0
"685","bitch if you dont stfu you aint do nothing but make some yr employee life a little more irritating","Dabbendan",2017-06-12 22:06:00,1,5
"686","how about dumping the hiviz workware in the womens section so they can find out what real work is","ComputerSays",2017-06-12 22:05:03,0,0
"687","kudos to help inspire young girls also utterly depressing this tweet has gotten more rts buzz than anything n","OrlandoCountySC",2017-06-12 22:03:52,0,0
"690","you rock","InvincibleWintr",2017-06-12 22:02:24,0,0
"691","because girls should worship government also","Dj12gauge00",2017-06-12 22:01:58,3,1
"692","because this is the most pressing issue women and young girls face on a day to day basis all for retweets","mikey_esquire",2017-06-12 22:01:58,0,0
"694","wow so brave","amber_athey",2017-06-12 22:00:32,3,0
"695","omg this is the most woke thread ever","mrmiller1972",2017-06-12 22:00:31,0,0
"697","i love you","KarenSantaFe",2017-06-12 21:55:13,0,1
"698","i love this with every fiber of my being","ben_pickert",2017-06-12 21:54:12,2,0
"699","stop celebrating this do a search on","its_mal_bitch",2017-06-12 21:52:57,1,0
"700","this called out for a thesis the three body problem as it relates to sideboob","RangerNS",2017-06-12 21:52:50,0,0
"702","sweet","Gockomo",2017-06-12 21:52:24,0,0
"703","wow your so fucking edgy you moved clothes literally no one gives a fuck","supKeanu",2017-06-12 21:52:07,1,0
"704","whitefeminismjpg","pleaseordercorn",2017-06-12 21:51:50,1,0
"706","boys nasa shirts are selling like hotcakes make more nasa shirts for boys btw whoever is supposed to organi","BigTDobbs",2017-06-12 21:51:02,0,0
"707","cool","Sassycatz",2017-06-12 21:50:39,0,0
"708","guerilla anti stereotyping is a good act","kate_eviva",2017-06-12 21:50:02,0,0
"709","this is really dumb and performative","micdropped",2017-06-12 21:48:41,1,0
"710","youre doing great sweetie","BellaBranglin",2017-06-12 21:47:48,0,0
"711","porque tambin es cosa de chicas","ValColorss",2017-06-12 21:42:36,0,0
"713","because thats awesome","sashatberr",2017-06-12 21:41:51,4,0
"714","did i just take some princess and beautiful tank tops from the girls section and put them in the boys no of","nataliereed84",2017-06-12 21:39:53,18,5
"715","icymi how many more days until we can play with you","AltUSDA_ARS",2017-06-12 21:38:22,12,3
"716","is for girls","justinsb",2017-06-12 21:38:11,5,1
"717","good job","spthames10",2017-06-12 21:37:46,1,0
"718","yeeesssss","CalmingCreative",2017-06-12 21:36:31,0,0
"719","heck yeah","kimeberlewang",2017-06-12 21:36:28,2,1
"720","exactly what the retail industry and american worker needs with record retail closings and bankruptcies swallowing","Jewtastic",2017-06-12 21:35:38,3,1
"721","if we all did this once a year we would change the world","sdmwriter",2017-06-12 21:34:37,0,0
"722","not all heros wear capes","cat_attack",2017-06-12 21:33:43,1,0
"723","this is awesome science is for every kid","kyley_cox",2017-06-12 21:33:34,3,0
"724","kind of things i do support","mikael_mm",2017-06-12 21:33:16,2,0
"725","who cares its just a shirt go to any section and buy one jesus","GenerikGamer",2017-06-12 21:32:46,0,0
"726","how brave","egartley",2017-06-12 21:31:32,0,0
"728","fake activism that solves nothing and has no personal risk","jj0anis",2017-06-12 21:29:03,0,0
"729","this is the lords work","egcosgriff",2017-06-12 21:24:02,0,0
"730","as a father of a two year old i second this","Lethrdonut",2017-06-12 21:23:31,0,0
"731","rock on","PThomps97012119",2017-06-12 21:22:41,0,0
"732","most excellent","Skyliting",2017-06-12 21:22:24,2,2
"734","imagine being this autistic","meme_dong_dude",2017-06-12 21:21:55,0,0
"735","this is the only way to get these tops to girls since gender stereotype enforcement police prevent them from cross","TruthAwful",2017-06-12 21:21:33,0,0
"736","queen you just destroyed gendered marketing","ironichat",2017-06-12 21:21:19,2,0
"737","yes","Vicartenas",2017-06-12 21:20:13,0,0
"738","making more work for min wage employees ftw","JMoneyMC",2017-06-12 21:19:07,2,1
"740","i love this","barryb4384",2017-06-12 21:15:57,6,0
"741","so you just gonna leave that for the workers to clean up","1st_attempt",2017-06-12 21:15:24,1,0
"742","retail workers are already struggling let me just make it harder and enforce my political and ideological narrative","usmaanmufti96",2017-06-12 21:15:04,0,0
"743","not all heroes etc","eahouck",2017-06-12 21:14:22,1,0
"744","good","HeavenShaffer",2017-06-12 21:14:21,0,0
"745","this is so easy and simple shit i wish i thought of it when i worked in clothing retail","WotEvs",2017-06-12 21:13:54,0,0
"746","i wanted to be an astrophysicist","Hurricanegirlxx",2017-06-12 21:13:47,0,0
"747","ill alert the nobel committee","_donaldson",2017-06-12 21:13:45,3,0
"748","right on","beachydreamer",2017-06-12 21:13:18,3,0
"749","girls hey girls i dont think youre smart enough to look for designs you like in both sections so here let me t","dragonflywhisp",2017-06-12 21:12:25,2,0
"750","a legend","ajajabbigail",2017-06-12 21:12:19,2,0
"751","fighting the good fight lol","DanFromVirginia",2017-06-12 21:11:46,0,0
"752","this makes no sense at all taking stuff way too serious always makes you look dumb","MLGExodus",2017-06-12 21:10:55,0,0
"753","this whole thread is the stupidest thing ive ever read","fowlermads",2017-06-12 21:10:23,0,0
"754","k","JM_Hockey",2017-06-12 21:09:16,0,0
"755","i totally just did this in target today while buying my daughter a shirt","kylethemiller",2017-06-12 21:08:22,1,0
"756","why do you want to not have us be bound by gender roles yet you hold the labels that bind them so fucking sacred","coffey_joe",2017-06-12 21:08:19,1,0
"757","did you just make more work for a minimum wage retail employee to make a childish political tweet yes yes you did","_TheGMan",2017-06-12 21:07:53,0,0
"758","did you just cause extra work for some employees just to make some redundant political statement yes you did","CorvusRen",2017-06-12 21:07:34,0,0
"759","so you decided to be a dick to retail workers","joshelingeniero",2017-06-12 21:05:23,0,0
"760","brilliant","Rmmmsy",2017-06-12 21:05:09,0,0
"761","yay i inconvenience strangers because i have points to make im brave","eriContrarian",2017-06-12 21:05:02,4,1
"762","and make more work for the floor people to put them back in place yes yes you did","deanriehm",2017-06-12 21:04:53,1,1
"763","im a grown woman and i still wish i was an","LRCIndy_MSW",2017-06-12 21:02:21,0,0
"764","ive never worked a real job or had a real conflict in my entire life so i find asinine things to become morally","Zerbandoz",2017-06-12 21:01:17,0,0
"765","i made significantly more work for retail workers who are more likely to be women bc sexism but im a feminist","Zerbandoz",2017-06-12 21:00:05,1,0
"766","as someone who earned money by fixing clothes on hangers for like a decade this shit is insanely obnoxious","virginmaryreal",2017-06-12 20:59:39,2,0
"767","not all heroes wear capes","MassSpecMaven",2017-06-12 20:59:21,15,2
"768","okay but can you fucking not someones gotta pick that mess up you made you little shit head","Spexcies",2017-06-12 20:59:06,3,0
"769","yes","stevenjwhite",2017-06-12 20:59:06,0,0
"770","and this is what we minimum wage workers call fucking annoying","Parkster00",2017-06-12 20:57:13,1,0
"771","sexism is over","OliveOilCorp",2017-06-12 20:56:35,17,0
"772","youd think retailersclothing mfgrs would get it its the st century gang get with the program","nancystaack",2017-06-12 20:56:30,4,0
"773","nice all you did was create more work for the retail workers for a bs cause","jwbul287",2017-06-12 20:56:05,0,0
"774","so cool katie","SusanEdmiston",2017-06-12 20:55:11,0,0
"775","ill tell my older sis she is working late tonight at target likely putting away merchandise that entitled asshat","FormerlyFormer",2017-06-12 20:54:47,24,4
"776","imagine waking up to be this annoying cunt","Ayl0n",2017-06-12 20:52:25,0,0
"777","you want to show courage and equality pick up a weapon and fight for your country like the boys section does you sa","RobRiegle",2017-06-12 20:52:15,0,0
"778","love it","AmyRSorensen",2017-06-12 20:51:48,3,0
"779","good for you","MomCaveTV",2017-06-12 20:49:44,3,0
"780","yassss","jbuffyangel",2017-06-12 20:49:11,11,0
"781","omg im going to start doing this","alisakader",2017-06-12 20:48:57,1,1
"782","rearranging the racks at lol","Senterstage",2017-06-12 20:48:10,1,0
"783","rearranging clothing which only serves to inconvenience retail workers feminism gotta be stopped","asieybarbie",2017-06-12 20:47:12,43,7
"784","ur dumb","CesarF_977",2017-06-12 20:45:40,0,0
"786","cc","samuelisaac",2017-06-12 20:44:48,1,0
"787","id get fired that day for beating you with a scan gun","_CheAmor_",2017-06-12 20:44:20,0,0
"788","good job making those workers lives harder so you can feel good about yourself you selfish prick","ChrisTechBrown",2017-06-12 20:43:30,0,0
"789","love thisss","liljupitaa",2017-06-12 20:43:20,1,0
"790","hell to the yeah","captjillr",2017-06-12 20:42:50,0,0
"791","protest tired break unjust law get arrested wired stand in crowd wearing pussy hat inspired move a shirt","BullsLawDan",2017-06-12 20:41:33,0,0
"792","like the ministry of reshelving","gp2k",2017-06-12 20:41:31,1,0
"793","ooh feminism is no excuse for badly tailored tank tops they are cute though","vbspurs",2017-06-12 20:41:06,2,0
"794","eejits think this is great stuff ponder","rixstep",2017-06-12 20:41:01,1,0
"795","why are these people so fucking annoying","alexisdasbomb",2017-06-12 20:39:45,1,0
"796","ok this is way cooler than when i put a bunch of bmx and skateboarding stuff in the girls section","eyeN",2017-06-12 20:37:37,1,0
"797","this stem should start early","RotundAmerican",2017-06-12 20:36:19,0,0
"799","yes because fuck gender norms and clothing more of this please","Bucket_Bear",2017-06-12 20:35:54,2,1
"800","you rock","lisalbeaudry",2017-06-12 20:35:14,1,0
"801","brava","Blkphoenix856",2017-06-12 20:35:02,0,0
"803","i feel like some people just wake up looking for something to complain about","aus10cox",2017-06-12 20:34:50,1,0
"804","muted and blocked","_Gortys_",2017-06-12 20:34:47,0,0
"805","negl the former retail employee in me would be really annoyed by this wellmeaning fuck the patriarchy move","zoeyag",2017-06-12 20:34:24,2,0
"806","thanks for making the store assistants job a little bit harder wow this is really a radical feminism at its fines","propmous",2017-06-12 20:32:56,0,0
"807","why would you make the work of some minimum wage worker whos just doing what their told harder than it needs to","BodyofReggie",2017-06-12 20:32:48,5,0
"808","ummm yes","waterbarnes",2017-06-12 20:31:56,8,0
"810","hero","erinsilverman",2017-06-12 20:30:52,1,0
"811","way to fight the power by which i mean the minimum wage workers that have to put that shit back now","ChrissMari",2017-06-12 20:30:38,0,0
"812","full of rt and fury signifying nothing","TwoBitWhackJob",2017-06-12 20:30:17,0,0
"813","this is the white feminist equivalent of those videos of dudes in mma shirts paying their parking tickets in pennies","DrFleece",2017-06-12 20:29:38,0,0
